step,loss,learning_rate,epoch,elapsed_time
970,0.257,,0.6166560712015258,3:06:12
980,0.2607,,0.6230133502860775,3:08:09
990,0.2656,,0.6293706293706294,3:09:46
1000,0.2451,,0.6357279084551812,3:11:33
1010,0.2533,,0.642085187539733,3:13:20
1020,0.272,,0.6484424666242848,3:15:26
1030,0.2462,,0.6547997457088366,3:18:49
1040,0.2579,,0.6611570247933884,3:21:05
1050,0.2627,,0.6675143038779402,3:23:03
1060,0.2538,,0.673871582962492,3:24:53
1070,0.2605,,0.6802288620470439,3:26:53
1080,0.2495,,0.6865861411315957,3:29:00
1090,0.2553,,0.6929434202161475,3:30:56
1100,0.2578,,0.6993006993006993,3:32:52
1110,0.2465,,0.7056579783852511,3:34:54
1120,0.2601,,0.7120152574698029,3:36:50
1130,0.2637,,0.7183725365543547,3:38:38
1140,0.2701,,0.7247298156389066,3:40:29
1150,0.2645,,0.7310870947234583,3:42:31
1160,0.261,,0.7374443738080102,3:44:25
1170,0.2531,,0.743801652892562,3:46:08
1180,0.2561,,0.7501589319771138,3:48:11
1190,0.2558,,0.7565162110616656,3:50:13
1200,0.2545,,0.7628734901462174,3:52:10
1210,0.2571,,0.7692307692307693,3:54:50
1220,0.256,,0.775588048315321,3:58:58
1230,0.246,,0.7819453273998729,4:01:30
1240,0.2499,,0.7883026064844246,4:03:52
1250,0.2565,,0.7946598855689765,4:05:58
1260,0.2499,,0.8010171646535282,4:08:00
1270,0.2462,,0.8073744437380801,4:10:01
1280,0.263,,0.813731722822632,4:12:26
1290,0.2424,,0.8200890019071837,4:14:26
1300,0.2394,,0.8264462809917356,4:17:57
1310,0.2571,,0.8328035600762873,4:21:19
1320,0.2487,,0.8391608391608392,4:24:10
1330,0.247,,0.845518118245391,4:26:47
1340,0.2593,,0.8518753973299428,4:29:23
1350,0.2423,,0.8582326764144946,4:31:55
1360,0.2619,,0.8645899554990464,4:34:34
1370,0.2529,,0.8709472345835982,4:36:28
1380,0.2617,,0.87730451366815,4:38:17
1390,0.2531,,0.8836617927527018,4:40:05
1400,0.268,,0.8900190718372537,4:42:16
1410,0.2446,,0.8963763509218055,4:43:59
1420,0.2533,,0.9027336300063573,4:45:43
1430,0.254,,0.9090909090909091,4:47:30
1440,0.2498,,0.9154481881754609,4:49:14
1450,0.2537,,0.9218054672600127,4:51:04
1460,0.2684,,0.9281627463445645,4:52:49
1470,0.2554,,0.9345200254291164,4:54:34
1480,0.255,,0.9408773045136681,4:56:18
1490,0.2496,,0.94723458359822,4:58:01
1500,0.2576,,0.9535918626827717,4:59:47
1510,0.2669,,0.9599491417673236,5:01:32
1520,0.2565,,0.9663064208518753,5:03:14
1530,0.247,,0.9726636999364272,5:04:55
1540,0.252,,0.9790209790209791,5:06:31
1550,0.2472,,0.9853782581055308,5:08:04
1560,0.2584,,0.9917355371900827,5:09:45
1570,0.2523,,0.9980928162746344,5:11:30
1580,0.2496,,1.0044500953591862,5:13:17
1590,0.2637,,1.010807374443738,5:15:02
1600,0.2602,,1.0171646535282899,5:16:48
1610,0.2575,,1.0235219326128417,5:18:32
1620,0.2643,,1.0298792116973936,5:20:18
1630,0.2528,,1.0362364907819452,5:22:08
1640,0.2485,,1.042593769866497,5:23:57
1650,0.2539,,1.048951048951049,5:25:47
1660,0.2572,,1.0553083280356008,5:27:36
1670,0.2469,,1.0616656071201527,5:29:23
1680,0.2616,,1.0680228862047043,5:31:12
1690,0.2408,,1.0743801652892562,5:33:01
1700,0.2624,,1.080737444373808,5:34:43
1710,0.2553,,1.08709472345836,5:36:24
1720,0.2733,,1.0934520025429117,5:38:07
1730,0.2492,,1.0998092816274634,5:39:49
1740,0.2593,,1.1061665607120152,5:41:31
1750,0.254,,1.112523839796567,5:43:12
1760,0.2648,,1.118881118881119,5:44:54
1770,0.2479,,1.1252383979656706,5:46:41
1780,0.2581,,1.1315956770502225,5:48:22
1790,0.2567,,1.1379529561347743,5:49:55
1800,0.2592,,1.1443102352193262,5:51:27
1810,0.257,,1.150667514303878,5:52:59
1820,0.2433,,1.1570247933884297,5:54:29
1830,0.2476,,1.1633820724729815,5:56:00
1840,0.2505,,1.1697393515575334,5:57:31
1850,0.2493,,1.1760966306420853,5:59:02
1860,0.2471,,1.1824539097266369,6:00:34
1870,0.2566,,1.1888111888111887,6:02:11
1880,0.2579,,1.1951684678957406,6:03:42
1890,0.2502,,1.2015257469802925,6:05:14
1900,0.2426,,1.2078830260648443,6:06:46
1910,0.2518,,1.2142403051493962,6:08:17
1920,0.2448,,1.2205975842339478,6:09:49
1930,0.2363,,1.2269548633184997,6:11:21
1940,0.2456,,1.2333121424030515,6:12:51
1950,0.248,,1.2396694214876034,6:14:24
1960,0.2515,,1.246026700572155,6:15:56
1970,0.2538,,1.252383979656707,6:17:28
1980,0.2616,,1.2587412587412588,6:19:00
1990,0.2502,,1.2650985378258106,6:20:31
2000,0.2602,,1.2714558169103625,6:22:03
2010,0.2561,,1.277813095994914,6:23:36
2020,0.2561,,1.284170375079466,6:25:09
2030,0.2658,,1.2905276541640178,6:26:41
2040,0.2591,,1.2968849332485697,6:28:15
2050,0.262,,1.3032422123331213,6:29:43
2060,0.2451,,1.3095994914176732,6:31:10
2070,0.2507,,1.315956770502225,6:32:39
2080,0.2478,,1.322314049586777,6:34:06
2090,0.2647,,1.3286713286713288,6:35:35
2100,0.2513,,1.3350286077558806,6:37:02
2110,0.2487,,1.3413858868404323,6:38:31
2120,0.2607,,1.347743165924984,6:39:59
2130,0.2528,,1.354100445009536,6:41:27
2140,0.2384,,1.3604577240940876,6:42:54
2150,0.2592,,1.3668150031786395,6:44:23
2160,0.2628,,1.3731722822631913,6:45:50
2170,0.2683,,1.3795295613477432,6:47:19
2180,0.2618,,1.385886840432295,6:48:49
2190,0.2595,,1.392244119516847,6:50:17
2200,0.2559,,1.3986013986013985,6:51:45
2210,0.2493,,1.4049586776859504,6:53:11
2220,0.2433,,1.4113159567705023,6:54:38
2230,0.2678,,1.4176732358550541,6:56:05
2240,0.2612,,1.4240305149396058,6:57:33
2250,0.2516,,1.4303877940241576,6:59:01
2260,0.2479,,1.4367450731087095,7:00:27
2270,0.2476,,1.4431023521932613,7:01:56
2280,0.2476,,1.4494596312778132,7:03:24
2290,0.2546,,1.455816910362365,7:04:51
2300,0.2601,,1.4621741894469167,7:06:18
2310,0.2605,,1.4685314685314685,7:07:44
2320,0.238,,1.4748887476160204,7:09:06
2330,0.2513,,1.481246026700572,7:10:31
2340,0.2399,,1.487603305785124,7:11:57
2350,0.2604,,1.4939605848696758,7:13:19
2360,0.2537,,1.5003178639542276,7:14:40
2370,0.2456,,1.5066751430387795,7:16:02
2380,0.2455,,1.5130324221233313,7:17:29
2390,0.2702,,1.5193897012078832,7:18:53
2400,0.2625,,1.5257469802924348,7:20:15
2410,0.2454,,1.5321042593769867,7:21:37
2420,0.2614,,1.5384615384615383,7:23:02
2430,0.2586,,1.5448188175460902,7:24:33
2440,0.2432,,1.551176096630642,7:25:56
2450,0.2371,,1.557533375715194,7:27:24
2460,0.2564,,1.5638906547997458,7:28:50
2470,0.2496,,1.5702479338842976,7:30:15
2480,0.251,,1.5766052129688495,7:31:43
2490,0.247,,1.5829624920534011,7:33:21
2500,0.2642,,1.589319771137953,7:35:01
2510,0.2476,,1.5956770502225046,7:36:40
2520,0.2393,,1.6020343293070565,7:38:18
2530,0.2548,,1.6083916083916083,7:39:56
2540,0.2484,,1.6147488874761602,7:41:35
2550,0.2602,,1.621106166560712,7:43:13
2560,0.2562,,1.627463445645264,7:44:52
2570,0.2514,,1.6338207247298158,7:46:34
2580,0.2498,,1.6401780038143674,7:48:11
2590,0.2525,,1.6465352828989193,7:49:55
2600,0.2474,,1.6528925619834711,7:51:40
2610,0.2558,,1.6592498410680228,7:53:24
2620,0.2541,,1.6656071201525746,7:55:10
2630,0.245,,1.6719643992371265,7:56:55
2640,0.2505,,1.6783216783216783,7:58:37
2650,0.2384,,1.6846789574062302,8:00:08
2660,0.2417,,1.691036236490782,8:01:49
2670,0.2505,,1.697393515575334,8:03:30
2680,0.2533,,1.7037507946598855,8:05:11
2690,0.2606,,1.7101080737444374,8:06:56
2700,0.2496,,1.716465352828989,8:08:41
2710,0.2457,,1.722822631913541,8:10:31
2720,0.2697,,1.7291799109980928,8:12:18
2730,0.2591,,1.7355371900826446,8:14:00
2740,0.246,,1.7418944691671965,8:15:41
2750,0.2329,,1.7482517482517483,8:17:26
2760,0.2384,,1.7546090273363002,8:19:07
2770,0.2482,,1.7609663064208518,8:20:51
2780,0.2428,,1.7673235855054037,8:22:39
2790,0.2528,,1.7736808645899556,8:24:27
2800,0.2572,,1.7800381436745072,8:26:13
2810,0.2437,,1.786395422759059,8:27:59
2820,0.242,,1.792752701843611,8:29:43
2830,0.2435,,1.7991099809281628,8:31:29
2840,0.2597,,1.8054672600127146,8:33:17
2850,0.2644,,1.8118245390972665,8:35:08
2860,0.2553,,1.8181818181818183,8:36:57
2870,0.2679,,1.82453909726637,8:38:46
2880,0.2473,,1.8308963763509218,8:40:35
2890,0.2549,,1.8372536554354735,8:42:23
2900,0.2447,,1.8436109345200253,8:44:09
2910,0.2578,,1.8499682136045772,8:45:58
2920,0.2474,,1.856325492689129,8:47:44
2930,0.2551,,1.862682771773681,8:49:34
2940,0.2542,,1.8690400508582328,8:51:22
2950,0.2613,,1.8753973299427846,8:53:11
2960,0.2612,,1.8817546090273363,8:54:59
2970,0.2641,,1.8881118881118881,8:56:48
2980,0.2673,,1.8944691671964398,8:58:37
2990,0.2556,,1.9008264462809916,9:00:18
3000,0.2528,,1.9071837253655435,9:01:57
3010,0.2515,,1.9135410044500953,9:03:32
3020,0.2465,,1.9198982835346472,9:05:01
3030,0.2563,,1.926255562619199,9:06:33
3040,0.2505,,1.932612841703751,9:08:06
3050,0.2454,,1.9389701207883026,9:09:36
3060,0.2438,,1.9453273998728544,9:11:08
3070,0.2318,,1.9516846789574063,9:12:43
3080,0.2631,,1.958041958041958,9:14:17
3090,0.2544,,1.9643992371265098,9:15:50
3100,0.2504,,1.9707565162110616,9:17:19
3110,0.2531,,1.9771137952956135,9:18:48
3120,0.2289,,1.9834710743801653,9:20:14
3130,0.2581,,1.9898283534647172,9:21:41
3140,0.2423,,1.996185632549269,9:23:09
3146,,,2.0,9:24:02
