Freq_Hz,Freq_GHz,S21_N3_dB,S21_N4_dB,S21_N5_dB,S21_N6_dB
3281081081,3.2811,-26.0585,-40.1006,-58.3112,-72.3056
3285075075,3.2851,-26.0917,-40.1436,-58.3667,-72.3709
3289069069,3.2891,-26.1248,-40.1865,-58.4221,-72.4361
3293063063,3.2931,-26.1579,-40.2293,-58.4774,-72.5013
3297057057,3.2971,-26.1910,-40.2722,-58.5326,-72.5663
3301051051,3.3011,-26.2240,-40.3149,-58.5878,-72.6313
3305045045,3.3050,-26.2570,-40.3576,-58.6429,-72.6962
3309039039,3.3090,-26.2899,-40.4003,-58.6979,-72.7610
3313033033,3.3130,-26.3228,-40.4429,-58.7529,-72.8257
3317027027,3.3170,-26.3557,-40.4854,-58.8078,-72.8904
3321021021,3.3210,-26.3885,-40.5279,-58.8626,-72.9550
3325015015,3.3250,-26.4213,-40.5703,-58.9173,-73.0194
3329009009,3.3290,-26.4540,-40.6127,-58.9720,-73.0838
3333003003,3.3330,-26.4867,-40.6551,-59.0266,-73.1482
3336996997,3.3370,-26.5193,-40.6973,-59.0811,-73.2124
3340990991,3.3410,-26.5519,-40.7396,-59.1355,-73.2765
3344984985,3.3450,-26.5844,-40.7817,-59.1899,-73.3406
3348978979,3.3490,-26.6170,-40.8239,-59.2442,-73.4046
3352972973,3.3530,-26.6494,-40.8659,-59.2985,-73.4685
3356966967,3.3570,-26.6819,-40.9079,-59.3526,-73.5323
3360960961,3.3610,-26.7142,-40.9499,-59.4067,-73.5961
3364954955,3.3650,-26.7466,-40.9918,-59.4607,-73.6598
3368948949,3.3689,-26.7789,-41.0337,-59.5147,-73.7234
3372942943,3.3729,-26.8111,-41.0755,-59.5686,-73.7869
3376936937,3.3769,-26.8434,-41.1173,-59.6224,-73.8503
3380930931,3.3809,-26.8755,-41.1590,-59.6761,-73.9136
3384924925,3.3849,-26.9077,-41.2006,-59.7298,-73.9769
3388918919,3.3889,-26.9398,-41.2423,-59.7834,-74.0401
3392912913,3.3929,-26.9718,-41.2838,-59.8369,-74.1032
3396906907,3.3969,-27.0038,-41.3253,-59.8904,-74.1663
3400900901,3.4009,-27.0358,-41.3668,-59.9438,-74.2292
3404894895,3.4049,-27.0678,-41.4082,-59.9971,-74.2921
3408888889,3.4089,-27.0996,-41.4495,-60.0504,-74.3549
3412882883,3.4129,-27.1315,-41.4908,-60.1036,-74.4176
3416876877,3.4169,-27.1633,-41.5321,-60.1567,-74.4802
3420870871,3.4209,-27.1951,-41.5733,-60.2098,-74.5428
3424864865,3.4249,-27.2268,-41.6145,-60.2627,-74.6053
3428858859,3.4289,-27.2585,-41.6556,-60.3157,-74.6677
3432852853,3.4329,-27.2902,-41.6966,-60.3685,-74.7300
3436846847,3.4368,-27.3218,-41.7376,-60.4213,-74.7923
3440840841,3.4408,-27.3533,-41.7786,-60.4740,-74.8545
3444834835,3.4448,-27.3849,-41.8195,-60.5267,-74.9166
3448828829,3.4488,-27.4164,-41.8604,-60.5793,-74.9786
3452822823,3.4528,-27.4478,-41.9012,-60.6318,-75.0406
3456816817,3.4568,-27.4792,-41.9420,-60.6842,-75.1024
3460810811,3.4608,-27.5106,-41.9827,-60.7366,-75.1643
3464804805,3.4648,-27.5419,-42.0233,-60.7889,-75.2260
3468798799,3.4688,-27.5732,-42.0640,-60.8412,-75.2876
3472792793,3.4728,-27.6045,-42.1045,-60.8934,-75.3492
3476786787,3.4768,-27.6357,-42.1451,-60.9455,-75.4107
3480780781,3.4808,-27.6669,-42.1855,-60.9976,-75.4721
3484774775,3.4848,-27.6980,-42.2260,-61.0496,-75.5335
3488768769,3.4888,-27.7291,-42.2663,-61.1015,-75.5948
3492762763,3.4928,-27.7602,-42.3067,-61.1533,-75.6560
3496756757,3.4968,-27.7912,-42.3470,-61.2051,-75.7171
3500750751,3.5008,-27.8222,-42.3872,-61.2569,-75.7782
3504744745,3.5047,-27.8532,-42.4274,-61.3086,-75.8391
3508738739,3.5087,-27.8841,-42.4675,-61.3602,-75.9000
3512732733,3.5127,-27.9150,-42.5076,-61.4117,-75.9609
3516726727,3.5167,-27.9458,-42.5477,-61.4632,-76.0216
3520720721,3.5207,-27.9766,-42.5877,-61.5146,-76.0823
3524714715,3.5247,-28.0074,-42.6276,-61.5659,-76.1430
3528708709,3.5287,-28.0381,-42.6675,-61.6172,-76.2035
3532702703,3.5327,-28.0688,-42.7074,-61.6685,-76.2640
3536696697,3.5367,-28.0994,-42.7472,-61.7196,-76.3244
3540690691,3.5407,-28.1300,-42.7870,-61.7707,-76.3847
3544684685,3.5447,-28.1606,-42.8267,-61.8218,-76.4450
3548678679,3.5487,-28.1912,-42.8664,-61.8727,-76.5052
3552672673,3.5527,-28.2217,-42.9060,-61.9237,-76.5653
3556666667,3.5567,-28.2521,-42.9456,-61.9745,-76.6253
3560660661,3.5607,-28.2825,-42.9851,-62.0253,-76.6853
3564654655,3.5647,-28.3129,-43.0246,-62.0760,-76.7452
3568648649,3.5686,-28.3433,-43.0641,-62.1267,-76.8050
3572642643,3.5726,-28.3736,-43.1035,-62.1773,-76.8648
3576636637,3.5766,-28.4039,-43.1428,-62.2278,-76.9245
3580630631,3.5806,-28.4341,-43.1821,-62.2783,-76.9841
3584624625,3.5846,-28.4643,-43.2214,-62.3287,-77.0436
3588618619,3.5886,-28.4945,-43.2606,-62.3791,-77.1031
3592612613,3.5926,-28.5246,-43.2998,-62.4294,-77.1625
3596606607,3.5966,-28.5547,-43.3389,-62.4796,-77.2219
3600600601,3.6006,-28.5848,-43.3780,-62.5298,-77.2811
3604594595,3.6046,-28.6148,-43.4171,-62.5799,-77.3403
3608588589,3.6086,-28.6448,-43.4561,-62.6300,-77.3995
3612582583,3.6126,-28.6748,-43.4950,-62.6800,-77.4585
3616576577,3.6166,-28.7047,-43.5339,-62.7299,-77.5175
3620570571,3.6206,-28.7346,-43.5728,-62.7798,-77.5765
3624564565,3.6246,-28.7644,-43.6116,-62.8296,-77.6353
3628558559,3.6286,-28.7943,-43.6504,-62.8794,-77.6941
3632552553,3.6326,-28.8240,-43.6891,-62.9291,-77.7528
3636546547,3.6365,-28.8538,-43.7278,-62.9787,-77.8115
3640540541,3.6405,-28.8835,-43.7665,-63.0283,-77.8701
3644534535,3.6445,-28.9132,-43.8051,-63.0778,-77.9286
3648528529,3.6485,-28.9428,-43.8436,-63.1273,-77.9871
3652522523,3.6525,-28.9724,-43.8821,-63.1767,-78.0455
3656516517,3.6565,-29.0020,-43.9206,-63.2260,-78.1038
3660510511,3.6605,-29.0315,-43.9590,-63.2753,-78.1620
3664504505,3.6645,-29.0610,-43.9974,-63.3245,-78.2202
3668498498,3.6685,-29.0905,-44.0358,-63.3737,-78.2783
3672492492,3.6725,-29.1199,-44.0741,-63.4228,-78.3364
3676486486,3.6765,-29.1493,-44.1123,-63.4719,-78.3944
3680480480,3.6805,-29.1787,-44.1505,-63.5209,-78.4523
3684474474,3.6845,-29.2080,-44.1887,-63.5698,-78.5101
3688468468,3.6885,-29.2373,-44.2268,-63.6187,-78.5679
3692462462,3.6925,-29.2666,-44.2649,-63.6675,-78.6257
3696456456,3.6965,-29.2958,-44.3030,-63.7163,-78.6833
3700450450,3.7005,-29.3250,-44.3410,-63.7650,-78.7409
3704444444,3.7044,-29.3542,-44.3789,-63.8137,-78.7984
3708438438,3.7084,-29.3833,-44.4168,-63.8623,-78.8559
3712432432,3.7124,-29.4124,-44.4547,-63.9108,-78.9133
3716426426,3.7164,-29.4414,-44.4925,-63.9593,-78.9706
3720420420,3.7204,-29.4705,-44.5303,-64.0078,-79.0279
3724414414,3.7244,-29.4995,-44.5681,-64.0561,-79.0851
3728408408,3.7284,-29.5284,-44.6058,-64.1045,-79.1422
3732402402,3.7324,-29.5573,-44.6435,-64.1527,-79.1993
3736396396,3.7364,-29.5862,-44.6811,-64.2009,-79.2563
3740390390,3.7404,-29.6151,-44.7187,-64.2491,-79.3133
3744384384,3.7444,-29.6439,-44.7562,-64.2972,-79.3701
3748378378,3.7484,-29.6727,-44.7937,-64.3452,-79.4270
3752372372,3.7524,-29.7015,-44.8312,-64.3932,-79.4837
3756366366,3.7564,-29.7302,-44.8686,-64.4411,-79.5404
3760360360,3.7604,-29.7589,-44.9060,-64.4890,-79.5970
3764354354,3.7644,-29.7876,-44.9433,-64.5368,-79.6536
3768348348,3.7683,-29.8162,-44.9806,-64.5846,-79.7101
3772342342,3.7723,-29.8448,-45.0179,-64.6323,-79.7666
3776336336,3.7763,-29.8734,-45.0551,-64.6800,-79.8229
3780330330,3.7803,-29.9019,-45.0923,-64.7276,-79.8793
3784324324,3.7843,-29.9304,-45.1294,-64.7751,-79.9355
3788318318,3.7883,-29.9589,-45.1665,-64.8226,-79.9917
3792312312,3.7923,-29.9873,-45.2036,-64.8701,-80.0478
3796306306,3.7963,-30.0157,-45.2406,-64.9175,-80.1039
3800300300,3.8003,-30.0441,-45.2776,-64.9648,-80.1599
3804294294,3.8043,-30.0724,-45.3145,-65.0121,-80.2159
3808288288,3.8083,-30.1007,-45.3514,-65.0593,-80.2717
3812282282,3.8123,-30.1290,-45.3882,-65.1065,-80.3276
3816276276,3.8163,-30.1573,-45.4251,-65.1536,-80.3833
3820270270,3.8203,-30.1855,-45.4618,-65.2007,-80.4390
3824264264,3.8243,-30.2137,-45.4986,-65.2477,-80.4947
3828258258,3.8283,-30.2418,-45.5353,-65.2947,-80.5502
3832252252,3.8323,-30.2699,-45.5719,-65.3416,-80.6058
3836246246,3.8362,-30.2980,-45.6086,-65.3885,-80.6612
3840240240,3.8402,-30.3261,-45.6451,-65.4353,-80.7166
3844234234,3.8442,-30.3541,-45.6817,-65.4820,-80.7720
3848228228,3.8482,-30.3821,-45.7182,-65.5287,-80.8272
3852222222,3.8522,-30.4101,-45.7547,-65.5754,-80.8825
3856216216,3.8562,-30.4380,-45.7911,-65.6220,-80.9376
3860210210,3.8602,-30.4659,-45.8275,-65.6685,-80.9927
3864204204,3.8642,-30.4938,-45.8638,-65.7150,-81.0477
3868198198,3.8682,-30.5216,-45.9001,-65.7615,-81.1027
3872192192,3.8722,-30.5494,-45.9364,-65.8079,-81.1576
3876186186,3.8762,-30.5772,-45.9726,-65.8542,-81.2125
3880180180,3.8802,-30.6050,-46.0088,-65.9005,-81.2673
3884174174,3.8842,-30.6327,-46.0450,-65.9467,-81.3221
3888168168,3.8882,-30.6604,-46.0811,-65.9929,-81.3767
3892162162,3.8922,-30.6880,-46.1172,-66.0391,-81.4314
3896156156,3.8962,-30.7157,-46.1532,-66.0852,-81.4859
3900150150,3.9002,-30.7433,-46.1892,-66.1312,-81.5404
3904144144,3.9041,-30.7708,-46.2252,-66.1772,-81.5949
3908138138,3.9081,-30.7984,-46.2611,-66.2231,-81.6493
3912132132,3.9121,-30.8259,-46.2970,-66.2690,-81.7036
3916126126,3.9161,-30.8534,-46.3329,-66.3148,-81.7579
3920120120,3.9201,-30.8808,-46.3687,-66.3606,-81.8121
3924114114,3.9241,-30.9082,-46.4045,-66.4064,-81.8663
3928108108,3.9281,-30.9356,-46.4402,-66.4521,-81.9204
3932102102,3.9321,-30.9630,-46.4759,-66.4977,-81.9744
3936096096,3.9361,-30.9903,-46.5116,-66.5433,-82.0284
3940090090,3.9401,-31.0176,-46.5472,-66.5888,-82.0823
3944084084,3.9441,-31.0449,-46.5828,-66.6343,-82.1362
3948078078,3.9481,-31.0721,-46.6184,-66.6797,-82.1900
3952072072,3.9521,-31.0993,-46.6539,-66.7251,-82.2438
3956066066,3.9561,-31.1265,-46.6894,-66.7705,-82.2975
3960060060,3.9601,-31.1537,-46.7248,-66.8158,-82.3512
3964054054,3.9641,-31.1808,-46.7603,-66.8610,-82.4047
3968048048,3.9680,-31.2079,-46.7956,-66.9062,-82.4583
3972042042,3.9720,-31.2350,-46.8310,-66.9514,-82.5118
3976036036,3.9760,-31.2620,-46.8663,-66.9965,-82.5652
3980030030,3.9800,-31.2890,-46.9015,-67.0415,-82.6186
3984024024,3.9840,-31.3160,-46.9368,-67.0865,-82.6719
3988018018,3.9880,-31.3429,-46.9720,-67.1315,-82.7251
3992012012,3.9920,-31.3699,-47.0071,-67.1764,-82.7783
3996006006,3.9960,-31.3968,-47.0422,-67.2212,-82.8315
4000000000,4.0000,-31.4236,-47.0773,-67.2660,-82.8846
